Ad_link,location,house_type,sqft,bedrooms,bathrooms,furnishing,constr_info,floor_no,facing,price
https://www.olx.in/item/sell-35-4-bhk-bunglows-iid-1681257894,"Bhayli-Sunpharma Link Road, Vadodara, Gujarat",['Houses & Villas'],['1537'],['3'],['3'],['Unfurnished'],['Ready to Move'],,['North-East'],"₹ 1,15,00,000"
https://www.olx.in/item/near-vaishali-nagar-at-hanuman-vatika-2-bhk-apartment-flat-for-sale-iid-1667822431,"Vaishali Nagar, Jaipur, Rajasthan",['Apartments'],['991'],['2'],['2'],['Semi-Furnished'],['Ready to Move'],['1'],['North'],"₹ 30,00,000"
https://www.olx.in/item/stunning-house-sale-near-pothencode-iid-1682540192,"Kazhakoottam, Thiruvananthapuram, Kerala",['Houses & Villas'],['1650'],['4'],['4'],['Semi-Furnished'],['New Launch'],,['East'],"₹ 67,00,000"
https://www.olx.in/item/beautiful-excellent-house-for-sale-chenkottukonam-iid-1682539626,"Kazhakoottam, Thiruvananthapuram, Kerala",['Houses & Villas'],['2000'],['4'],['4'],['Semi-Furnished'],['New Launch'],,,"₹ 62,00,000"
https://www.olx.in/item/janata-furniture-renigunta-iid-1682862627,"Renigunta, Tirupati, Andhra Pradesh",['Houses & Villas'],['24'],['3'],['3'],['Furnished'],['New Launch'],['2'],['East'],"₹ 58,00,000"
https://www.olx.in/item/3040-2bhk-brand-new-house-for-sale-in-jp-nagar-sri-nagar-muda-propert-iid-1685115479,"JP Nagar, Mysuru, Karnataka",['Houses & Villas'],['1200'],['2'],['2'],['Furnished'],['Ready to Move'],,['North-West'],"₹ 70,00,000"
https://www.olx.in/item/luxury-3bhk-flat-with-home-loan-registry-iid-1684934844,"Chattarpur, Delhi, Delhi",['Builder Floors'],['1230'],['3'],['2'],['Semi-Furnished'],['Under Construction'],['1'],['North'],"₹ 64,00,000"
https://www.olx.in/item/njandoorkonam-powdikonam-new-house-sale-iid-1682539447,"Kazhakoottam, Thiruvananthapuram, Kerala",['Houses & Villas'],['2300'],['4'],['4'],['Semi-Furnished'],['New Launch'],,['East'],"₹ 80,00,000"
https://www.olx.in/item/big-size-2-bhk-flat-with-90home-loan--iid-1684048995,"Uttam Nagar, Delhi, Delhi",['Builder Floors'],['513'],['2'],['2'],['Semi-Furnished'],['Ready to Move'],['2'],['North'],"₹ 23,21,000"
https://www.olx.in/item/best-one-bhk-flat-bahut-hi-saste-me-ab--iid-1683541517,"Uttam Nagar, Delhi, Delhi",['Builder Floors'],['423'],['1'],['1'],['Semi-Furnished'],['Ready to Move'],['2'],['North'],"₹ 16,95,000"
https://www.olx.in/item/bilkul-low-budget-me-3-bhk-flat-ab-uttam-nagar-m-iid-1683540974,"Uttam Nagar, Delhi, Delhi",['Builder Floors'],['725'],,['3'],['Semi-Furnished'],['Ready to Move'],['3'],['West'],"₹ 35,21,000"
https://www.olx.in/item/2-bhk-flat-available-for-sale-at-uma-char-rasta-vadodara-iid-1682541208,"Kapurai, Vadodara, Gujarat",['Apartments'],['1066'],['2'],['2'],['Unfurnished'],['Under Construction'],,,"₹ 18,49,996"
https://www.olx.in/item/3bhk-apne-sapno-ka-ghar-book-kre-delhi-mai-apna-ghar-iid-1673153671,"Uttam Nagar, Delhi, Delhi",['Builder Floors'],['720'],['3'],['2'],['Furnished'],['Ready to Move'],['2'],['North'],"₹ 35,50,000"
https://www.olx.in/item/2bhk-apna-ghar-kharidey-assan-kishto-par-iid-1673011159,"Nawada, Delhi, Delhi",['Builder Floors'],['520'],['2'],['2'],['Semi-Furnished'],['Ready to Move'],['1'],['South'],"₹ 22,25,000"
https://www.olx.in/item/2bhk-flat-located-shilphata-mumbra-iid-1686005381,"Shilphata Road, Thane, Maharashtra",['Apartments'],['650'],['2'],['1'],['Semi-Furnished'],['Ready to Move'],['7'],,"₹ 20,00,000"
https://www.olx.in/item/3-bhk-semi-duplex-villa-water-available-iid-1632290773,"Kalwar Road, Jaipur, Rajasthan",['Houses & Villas'],['1210'],['3'],['2'],['Semi-Furnished'],['Ready to Move'],['1'],['West'],"₹ 22,10,000"
https://www.olx.in/item/aluva-kadungaloor-3-bhk-bus-stop-150mtr-kalamassery-edapally-uccollege-iid-1651760330,"Karumalloor, Kadungalloor, Kerala",['Houses & Villas'],['1999'],['3'],['3'],['Furnished'],['Ready to Move'],,,"₹ 68,00,000"
https://www.olx.in/item/nearest-to-tolgate-metro-and-bus-stand-iid-1686005365,"Sattangadu, Chennai, Tamil Nadu",['Houses & Villas'],['1800'],['2'],['2'],['Unfurnished'],['Ready to Move'],,['South'],"₹ 56,00,000"
https://www.olx.in/item/house-for-sale-iid-1686005335,"Thattamala, Kollam, Kerala",['Houses & Villas'],['3150'],['4'],['4+'],['Furnished'],['New Launch'],,['North-West'],"₹ 1,10,00,000"
https://www.olx.in/item/95-cent-2800-sqft-fully-furnished-4-bhk-angamaly-karayamparamb-iid-1646600828,"Nedumbassery, Kochi, Kerala",['Houses & Villas'],['3000'],['4'],['4'],['Furnished'],['Ready to Move'],,,"₹ 1,10,00,000"
https://www.olx.in/item/50-sqyd-hometwo-floor-in-rajendra-park-gurgaon-iid-1655700219,"Rajendra Park, Gurgaon, Haryana",['Houses & Villas'],['1000'],['4+'],['2'],['Furnished'],['Ready to Move'],['1'],['North'],"₹ 43,00,000"
https://www.olx.in/item/9-cent-2200-sqft-4-bhk-nedumbassery-athani-chengamanad-paravoor-road-iid-1646760659,"Nedumbassery, Kochi, Kerala",['Houses & Villas'],['2200'],['4'],['4'],['Furnished'],['Ready to Move'],,,"₹ 55,00,000"
https://www.olx.in/item/2350-sq-ft-4-bhk-in-5cents-thripunithura-iid-1682687130,"Tripunithura, Kochi, Kerala",['Houses & Villas'],['2350'],['4'],['4'],['Semi-Furnished'],['Ready to Move'],,,"₹ 1,30,00,000"
https://www.olx.in/item/himalaya-properties-builders-iid-1675073911,"Govindpuram, Ghaziabad, Uttar Pradesh",['Builder Floors'],['900'],['2'],['2'],['Semi-Furnished'],['Ready to Move'],['1'],['East'],"₹ 14,50,000"
https://www.olx.in/item/2bhk-flat-for-sale-new-constructed-90-loan-215-lac-iid-1684849862,"Uttam Nagar, Delhi, Delhi",['Builder Floors'],['460'],['2'],['1'],['Semi-Furnished'],['Ready to Move'],['1'],['East'],"₹ 21,50,000"
https://www.olx.in/item/low-price-trivndrum-peyad-iid-1674649366,"Thirumala, Thiruvananthapuram, Kerala",['Houses & Villas'],['1200'],['3'],['3'],['Furnished'],['Ready to Move'],,['East'],"₹ 31,00,000"
https://www.olx.in/item/1-bhk-master-bed-garden-facing-flat-for-sell-in-veena-dynasty-iid-1648566724,"Vasai East, Mumbai, Maharashtra",['Apartments'],['650'],['1'],['2'],['Semi-Furnished'],['Ready to Move'],['2'],['East'],"₹ 36,00,000"
https://www.olx.in/item/sales-tmc-building-iid-1658795320,"Mumbra, Thane, Maharashtra",['Apartments'],['1800'],['3'],['3'],['Furnished'],['Ready to Move'],['6'],['West'],"₹ 1,20,00,000"
https://www.olx.in/item/with-river-view-individual-house-iid-1686005186,"Poovalapp, South Thrikkaripur, Kerala",['Farm Houses'],['1000'],['3'],['1'],['Semi-Furnished'],['Ready to Move'],['1'],['North-East'],"₹ 50,000"
https://www.olx.in/item/luxurious-duplex-house-under-construction-near-aiims-bhubaneswar-iid-1686005111,"Sijua Patrapada, Bhubaneshwar, Odisha",['Houses & Villas'],['2000'],['4+'],['4'],['Unfurnished'],['Under Construction'],['2'],['East'],"₹ 70,00,000"
https://www.olx.in/item/aluva-choondy-4bhk-near-kalamassery-kakkanad-edappally-thevakkal-iid-1576395836,"Assissi Nagar, Aluva, Kerala",['Houses & Villas'],['2100'],['4'],['4'],['Furnished'],['Ready to Move'],,['East'],"₹ 85,00,000"
https://www.olx.in/item/1bhk-for-sale-42-lakhs-all-including-package-tmc-approved-project-iid-1669369954,"Mumbra, Thane, Maharashtra",['Apartments'],['650'],['1'],['1'],['Unfurnished'],['Ready to Move'],['16'],['South-East'],"₹ 42,00,000"
https://www.olx.in/item/house-for-sale-iid-1686005047,"Khatibaba Mohalla, Jhansi, Uttar Pradesh",['Houses & Villas'],['1800'],['4'],['2'],['Semi-Furnished'],['Ready to Move'],['0'],['North'],"₹ 60,00,000"
https://www.olx.in/item/4-cent-3-bhk-new-house-kakkanad-pallikara-thripunithura-pukkattupady-iid-1656332040,"Kakkanad, Kochi, Kerala",['Houses & Villas'],['1602'],['3'],['3'],['Semi-Furnished'],['Ready to Move'],,['North'],"₹ 49,99,999"
https://www.olx.in/item/5-cent-4-bhk-nedumbassery-athani-chengamanad-paravoor-road-near-aluva-iid-1647105975,"Nedumbassery, Kochi, Kerala",['Houses & Villas'],['2000'],['4'],['4'],['Semi-Furnished'],['Ready to Move'],,,"₹ 60,00,000"
https://www.olx.in/item/1bhk-luxurious-masterbed-flat-in-veena-dynasty-3225-lac-with-oc-iid-1662782922,"Vasai East, Mumbai, Maharashtra",['Apartments'],['650'],['1'],['2'],['Semi-Furnished'],['Ready to Move'],['0'],['East'],"₹ 33,00,000"
https://www.olx.in/item/30-cent-2400-sqft-4-bhk-in-nedumbassery-athani-paravoor-road-kunnukara-iid-1647563010,"Nedumbassery, Kochi, Kerala",['Houses & Villas'],['2400'],['4'],['4'],['Furnished'],['Ready to Move'],,,"₹ 1,40,00,000"
https://www.olx.in/item/4bhk-my-villas-vattiyoorkavu-tvm-iid-1655783064,"Vattiyoorkavu, Thiruvananthapuram, Kerala",['Houses & Villas'],['2200'],['4'],['4'],['Semi-Furnished'],['Ready to Move'],,,"₹ 70,00,000"
https://www.olx.in/item/with-all-furnitures-fittings-iid-1686004901,"Barasat- Barrackpore Road, Kolkata, West Bengal",['Apartments'],['1070'],['3'],['2'],['Furnished'],['Ready to Move'],['2'],['North-West'],"₹ 32,00,000"
https://www.olx.in/item/2bhk-tmcbuilding-iid-1671606929,"Kausa, Thane, Maharashtra",['Builder Floors'],['856'],['2'],['2'],['Unfurnished'],['New Launch'],['3'],['North-West'],"₹ 41,20,000"
https://www.olx.in/item/sapno-ka-ghar-apna-ghar-greater-noida-prime-location-me-iid-1685533078,"PHI IV, Greater Noida, Uttar Pradesh",['Builder Floors'],['433'],['1'],['1'],['Semi-Furnished'],['Ready to Move'],['1'],['East'],"₹ 9,98,000"
https://www.olx.in/item/flat-for-sale-in-chattarpur-iid-1683099407,"Chattarpur, Delhi, Delhi",['Builder Floors'],['750'],['2'],['2'],['Semi-Furnished'],['Ready to Move'],['2'],['East'],"₹ 23,00,000"
https://www.olx.in/item/1-bhk-for-sale-in-edappally-iid-1673947794,"Edappally, Kochi, Kerala",['Apartments'],['591'],['1'],['1'],['Unfurnished'],['Under Construction'],['3'],['East'],"₹ 28,50,000"
https://www.olx.in/item/41-cent-900-sqft-2-bhk-new-house-in-edapally-varapuzha-cheranalloor-iid-1654421683,"Varapuzha, Kochi, Kerala",['Houses & Villas'],['900'],['2'],['2'],['Furnished'],['Ready to Move'],,,"₹ 42,00,000"
https://www.olx.in/item/flat-2-bhk-quick-loan-and-registrylift-carparking-etc-very-gurgaon-iid-1654750666,"Rajendra Park, Gurgaon, Haryana",['Builder Floors'],['700'],['2'],['2'],['Furnished'],['Ready to Move'],['1'],['East'],"₹ 20,00,000"
https://www.olx.in/item/3-bhk-builder-floor-near-dwarka-sector-5-iid-1686004861,"Madhu Vihar, Delhi, Delhi",['Builder Floors'],['1000'],['3'],['2'],['Semi-Furnished'],['Ready to Move'],['1'],['North'],"₹ 55,00,000"
https://www.olx.in/item/6-cent-2400-sqft-4-bhk-new-house-in-kakkanad-pukkattupady-thevakkal-iid-1657127288,"Kakkanad, Kochi, Kerala",['Houses & Villas'],['2400'],['4'],['4'],['Furnished'],['Ready to Move'],,,"₹ 85,00,000"
https://www.olx.in/item/new-beautiful-home-near-thodupuzha-iid-1667762603,"Annakudu, Thodupuzha, Kerala",['Houses & Villas'],['1400'],['3'],['3'],['Furnished'],['Ready to Move'],['1'],['East'],"₹ 46,00,000"
https://www.olx.in/item/1-bhk-for-sale-good-location-iid-1686004801,"HMT Swarnapuri Colony, Hyderabad, Telangana",['Apartments'],['600'],['1'],['1'],['Furnished'],['Ready to Move'],['3'],['East'],"₹ 20,50,000"
https://www.olx.in/item/3-cent-920-sqft-2-bhk-house-aluva-alangad-near-kongorpilly-edapally-iid-1657441859,"Alangad, Kadungalloor, Kerala",['Houses & Villas'],['925'],['2'],['2'],['Semi-Furnished'],['Ready to Move'],,,"₹ 31,00,000"
https://www.olx.in/item/3-bhk-flat-for-sale-iid-1686004781,"Chattarpur, Delhi, Delhi",['Builder Floors'],['1000'],['3'],['2'],['Semi-Furnished'],['Ready to Move'],['4'],['West'],"₹ 50,00,000"
https://www.olx.in/item/near-vazhakulam-iid-1666605804,"Annakudu, Thodupuzha, Kerala",['Houses & Villas'],['1400'],['3'],['3'],['Furnished'],['Ready to Move'],['1'],['East'],"₹ 55,00,000"
https://www.olx.in/item/5-cent-super-house-trivndrum-thirumala-pidaram-iid-1676095231,"Thirumala, Thiruvananthapuram, Kerala",['Houses & Villas'],['1100'],['3'],['3'],['Furnished'],['Ready to Move'],,['East'],"₹ 40,00,000"
https://www.olx.in/item/1-bedroom-flat-reseal-iid-1686004699,"Ramavarappadu, Vijayawada, Andhra Pradesh",['Apartments'],['550'],['1'],['1'],['Semi-Furnished'],['Ready to Move'],['2'],['West'],"₹ 16,10,000"
https://www.olx.in/item/3bhk-flat-in-rajendra-park-gurgaon-iid-1655472306,"Rajendra Park, Gurgaon, Haryana",['Builder Floors'],['950'],['3'],['2'],['Furnished'],['Ready to Move'],['1'],['North'],"₹ 32,00,000"
https://www.olx.in/item/attractive-house-trivndrum-vattiyoorkavu-puliyarakonam-iid-1675524242,"Thirumala, Thiruvananthapuram, Kerala",['Houses & Villas'],['1000'],['3'],['3'],['Furnished'],['Ready to Move'],,['East'],"₹ 37,00,000"
https://www.olx.in/item/near-thodupuzha-muvattupuzha-road-iid-1672147120,"Movathapuzha, Thodupuzha, Kerala",['Houses & Villas'],['2600'],['4'],['3'],['Furnished'],['Ready to Move'],['3'],['East'],"₹ 95,00,000"
https://www.olx.in/item/nungambakkam-on-mainroad-property-sale-iid-1680957895,"Nungambakkam Haddows, Chennai, Tamil Nadu",['Houses & Villas'],['5700'],['4'],['4'],['Unfurnished'],['Ready to Move'],['2'],['West'],"₹ 24,00,00,000"
https://www.olx.in/item/agripadas-awarded-bldg-2-bhk-beautiful-3-bathrooms-iid-1682520728,"Mumbai Central, Mumbai, Maharashtra",['Apartments'],['1400'],['2'],['3'],['Furnished'],['Ready to Move'],['12'],['West'],"₹ 3,19,00,000"
https://www.olx.in/item/last-chance-to-get-best-price-of-3-bhk-iid-1685073673,"Central Secretariat, Delhi, Delhi",['Apartments'],['1045'],['2'],['2'],['Unfurnished'],['Under Construction'],['5'],['East'],"₹ 38,14,000"
https://www.olx.in/item/1rk-flat-for-sale-in-virar-east-iid-1685932509,"Virar East, Mumbai, Maharashtra",['Apartments'],['455'],,['1'],['Unfurnished'],['Ready to Move'],['1'],,"₹ 20,50,000"
https://www.olx.in/item/-iid-1672357453,"Annakudu, Thodupuzha, Kerala",['Houses & Villas'],['1500'],['4'],['4'],['Furnished'],['Ready to Move'],['2'],['East'],"₹ 35,00,000"
https://www.olx.in/item/honey-homes-iid-1686004580,"Karapalli, Hosur, Tamil Nadu",['Houses & Villas'],['1600'],['3'],['3'],['Unfurnished'],['Under Construction'],['12'],['North-East'],"₹ 55,00,000"
https://www.olx.in/item/kakkodi-sasheendra-bank-5-cent-4-bed-new-house-iid-1686004575,"Kakkodi, Kozhikode, Kerala",['Houses & Villas'],['2000'],['4'],['4'],['Unfurnished'],['Under Construction'],['2'],,"₹ 62,00,000"
https://www.olx.in/item/1bhk-navi-mumbai-flat-near-upcoming-airport-iid-1686004567,"Dronagiri, Navi Mumbai, Maharashtra",['Apartments'],['640'],['1'],['1'],['Unfurnished'],['Ready to Move'],['2'],['East'],"₹ 40,00,000"
https://www.olx.in/item/new-4-bhk-home-near-thodupuzha-muvattupuzha-road-iid-1676188077,"Annakudu, Thodupuzha, Kerala",['Houses & Villas'],['1950'],['4'],['4'],['Furnished'],['Ready to Move'],['1'],['East'],"₹ 65,00,000"
https://www.olx.in/item/house-for-sale-iid-1686004510,"Nadergul, Hyderabad, Telangana",['Houses & Villas'],['775'],['2'],['2'],['Unfurnished'],['Ready to Move'],['0'],['West'],"₹ 52,00,000"
https://www.olx.in/item/gupta-house-iid-1686004485,"Dadar Kulba, Muzaffarpur, Bihar",['Houses & Villas'],['1110'],['2'],['2'],['Furnished'],['Ready to Move'],['2'],['West'],"₹ 60,00,000"
https://www.olx.in/item/gopalapuram-2-bhk-flat-800-sqft-uds-360-price-rs-85-lac-negotiable-iid-1686004480,"Gopalapuram, Chennai, Tamil Nadu",['Apartments'],['800'],['2'],['2'],['Semi-Furnished'],['Ready to Move'],['2'],['South'],"₹ 85,00,000"
https://www.olx.in/item/2bhk-flats-ecc-whitefield-iid-1672429885,"Whitefield, Bengaluru, Karnataka",['Apartments'],['1110'],,,,,,['East'],"₹ 55,00,000"
https://www.olx.in/item/basundra-enclave-rajagardan-iid-1686004432,"Jagieetpur, Haridwar, Uttaranchal",['Houses & Villas'],['701'],['2'],['1'],['Semi-Furnished'],['Ready to Move'],,['North'],"₹ 18,50,000"
https://www.olx.in/item/1500-sqft-3-bhk-in-3-cent-land-for-sale-at-kakkanad-kuzhuvelipady-iid-1682101687,"Kakkanad, Kochi, Kerala",['Houses & Villas'],['1600'],['3'],['3'],['Semi-Furnished'],['Ready to Move'],,,"₹ 66,00,000"
https://www.olx.in/item/individual-building-electronicity-iid-1674144358,"Electronic City Phase II, Bengaluru, Karnataka",['Houses & Villas'],['1200'],,,,,,,"₹ 1,80,00,000"
https://www.olx.in/item/individual-building-channasandra-whitefield-iid-1672435133,"Kadugodi, Bengaluru, Karnataka",['Houses & Villas'],['1350'],,,,,,,"₹ 1,50,00,000"
https://www.olx.in/item/90-sqyd-home-in-rajendra-park-gurgaon-iid-1656374700,"Rajendra Park, Gurgaon, Haryana",['Houses & Villas'],['1700'],['4'],['4'],['Furnished'],['Ready to Move'],['1'],['East'],"₹ 55,00,000"
https://www.olx.in/item/house-sell-iid-1686004367,"Veer Savarkar Nagar, Bareilly, Uttar Pradesh",['Houses & Villas'],['35'],['2'],['1'],['Semi-Furnished'],['Ready to Move'],['1'],['North-East'],"₹ 15,00,000"
https://www.olx.in/item/flat-3bhk-at-new-mallepally-iid-1674186692,"Vijaya Nagar Colony, Hyderabad, Telangana",['Apartments'],['1550'],['3'],['3'],['Semi-Furnished'],['Ready to Move'],['4'],['North'],"₹ 75,00,000"
https://www.olx.in/item/1250-sqft-uit-approved-loanable-house-iid-1684050205,"Borkhera, Kota, Rajasthan",['Houses & Villas'],['1250'],['3'],['2'],['Furnished'],['Under Construction'],['1'],['East'],"₹ 46,00,000"
https://www.olx.in/item/2-bhk-spacious-semi-furnished-flat-on-urgent-sale-iid-1682448633,"Mira Road East, Mumbai, Maharashtra",['Apartments'],['990'],['2'],['2'],['Semi-Furnished'],['Ready to Move'],['3'],['North-East'],"₹ 77,00,000"
https://www.olx.in/item/super-house-trivndrum-vattiyoorkavu-puliyarakonam-iid-1676218838,"Thirumala, Thiruvananthapuram, Kerala",['Houses & Villas'],['800'],['2'],['2'],['Furnished'],['Ready to Move'],,['East'],"₹ 32,00,000"
https://www.olx.in/item/kothi-for-sale-iid-1686004278,"Keshar Bagh, Patiala, Punjab",['Houses & Villas'],['3000'],['4+'],['3'],['Furnished'],['Ready to Move'],,,"₹ 1,10,00,000"
https://www.olx.in/item/3bhk-flat-in-rajendra-park-gurgaon-iid-1656295735,"Rajendra Park, Gurgaon, Haryana",['Builder Floors'],['990'],['3'],['2'],['Furnished'],['Ready to Move'],['2'],['North'],"₹ 32,00,000"
https://www.olx.in/item/10-cent-new-home-pala-paika-iid-1646900788,"Peroor, Ettumanoor, Kerala",['Houses & Villas'],['1600'],['3'],['3'],['Furnished'],['Ready to Move'],['1'],['East'],"₹ 60,00,000"
https://www.olx.in/item/800-sqft-2bhk-flat-for-sale-at-17-lakhs-negotiable-iid-1686004227,"Nayabad, Kolkata, West Bengal",['Apartments'],['800'],['2'],['2'],['Unfurnished'],['Ready to Move'],['3'],['South'],"₹ 17,00,000"
https://www.olx.in/item/2100-sqft-4-bhk-in-45-cent-land-for-sale-at-kakkanad-thevakkal-iid-1682099525,"Kakkanad, Kochi, Kerala",['Houses & Villas'],['2100'],['4'],['4'],['Semi-Furnished'],['Under Construction'],,,"₹ 90,00,000"
https://www.olx.in/item/sale-urgent-iid-1686004222,"Kasaidanga, Puruliya, West Bengal",['Houses & Villas'],['891'],['1'],['1'],['Unfurnished'],['Ready to Move'],,['North'],"₹ 10,00,000"
https://www.olx.in/item/1600sq-thirumala-thachottukavu-iid-1678944055,"Thirumala, Thiruvananthapuram, Kerala",['Houses & Villas'],['1600'],['3'],['4'],['Semi-Furnished'],['Ready to Move'],,,"₹ 45,00,000"
https://www.olx.in/item/duplex-house-under-construction-at-bharatpur-iid-1686004183,"Shyampur, Bhubaneshwar, Odisha",['Houses & Villas'],['1300'],['3'],['2'],['Unfurnished'],['Under Construction'],['2'],['North-West'],"₹ 35,00,000"
https://www.olx.in/item/68-sqyd-home-in-rajendra-park-gurgaon-iid-1656295369,"Rajendra Park, Gurgaon, Haryana",['Houses & Villas'],['1400'],['4'],['3'],['Furnished'],['Ready to Move'],['1'],['North-West'],"₹ 51,00,000"
https://www.olx.in/item/2700sqthirumalathachottukavu-iid-1684357064,"Thirumala, Thiruvananthapuram, Kerala",['Houses & Villas'],['2700'],['4+'],['4+'],['Semi-Furnished'],['Ready to Move'],,,"₹ 1,05,00,000"
https://www.olx.in/item/5cent-4bhk-my-villas-vattiyoorkavutvm-iid-1677767453,"Vattiyoorkavu, Thiruvananthapuram, Kerala",['Houses & Villas'],['2100'],['4'],['4'],['Semi-Furnished'],['Ready to Move'],,,"₹ 85,00,000"
https://www.olx.in/item/2bhk-800sqft-2--iid-1670385932,"Santoshi Nagar, Raipur, Chhattisgarh",['Houses & Villas'],['800'],['2'],['2'],['Unfurnished'],['Ready to Move'],['1'],['East'],"₹ 27,00,000"
https://www.olx.in/item/4500cent4bhk-vattiyoorkavuvazhayila-iid-1684701314,"Vattiyoorkavu, Thiruvananthapuram, Kerala",['Houses & Villas'],['2100'],['4'],['4'],['Semi-Furnished'],['Ready to Move'],,,"₹ 90,00,000"
https://www.olx.in/item/4bhk-thirumala-thachottukavu-tvm-iid-1678037180,"Thirumala, Thiruvananthapuram, Kerala",['Houses & Villas'],['1600'],['4'],['4'],['Semi-Furnished'],['Ready to Move'],,,"₹ 48,00,000"
https://www.olx.in/item/75-sq-yards-g1-east-facing-independent-house-iid-1678753788,"Ajit Sing Nagar, Vijayawada, Andhra Pradesh",['Houses & Villas'],['690'],['2'],['2'],['Furnished'],['Ready to Move'],['2'],['East'],"₹ 45,00,000"
https://www.olx.in/item/k-k-colony-basni-1st-phase-jodhpur-iid-1681593238,"Basni Phase I, Jodhpur, Rajasthan",['Houses & Villas'],['2000'],['4+'],['4+'],['Semi-Furnished'],['Ready to Move'],['2'],['East'],"₹ 55,00,000"
https://www.olx.in/item/3bhk-with-liftcar-parking--iid-1675245782,"Dwarka Mor, Delhi, Delhi",['Builder Floors'],['850'],['3'],['2'],['Semi-Furnished'],['Ready to Move'],['2'],['South-East'],"₹ 42,00,000"
https://www.olx.in/item/three-bedroom-flat-furnished-iid-1681898086,"Raj Nagar Extension, Ghaziabad, Uttar Pradesh",['Apartments'],['1421'],['3'],['2'],['Furnished'],['Ready to Move'],['6'],['East'],"₹ 55,00,000"
https://www.olx.in/item/10-cent-land-and-house-iid-1686003961,"Kayamkulam, Bharanikkavu, Kerala",['Houses & Villas'],['4500'],['1'],['1'],['Unfurnished'],['Ready to Move'],,['West'],"₹ 28,00,000"
https://www.olx.in/item/kamal-nivas-iid-1686003897,"Palghar Industrial Area, Palghar, Maharashtra",['Houses & Villas'],['2500'],['4'],['4'],['Semi-Furnished'],['Ready to Move'],['0'],['East'],"₹ 1,60,00,000"
https://www.olx.in/item/row-house-for-sale-urgently-iid-1686003891,"Tagore Nagar, Bhopal, Madhya Pradesh",['Houses & Villas'],['1500'],['3'],['2'],['Semi-Furnished'],['Ready to Move'],,['North'],"₹ 65,00,000"
https://www.olx.in/item/new-flat-for-sale-iid-1680957632,"Kanathur, Chennai, Tamil Nadu",['Apartments'],['2783'],['3'],['3'],['Unfurnished'],['Ready to Move'],['1'],['South'],"₹ 1,80,00,000"
https://www.olx.in/item/bhk--iid-1686003740,"Santoshi Nagar, Raipur, Chhattisgarh",['Houses & Villas'],['600'],['2'],['1'],['Unfurnished'],['Ready to Move'],['1'],['South'],"₹ 20,00,000"
https://www.olx.in/item/4-bhk-new-house-at-kakkanad-pallikara-near-infopark-5-km-only-iid-1659641549,"Kakkanad, Kochi, Kerala",['Houses & Villas'],['1689'],['4'],['3'],['Furnished'],['Ready to Move'],,,"₹ 65,00,000"
https://www.olx.in/item/4-cent-4-bhk-new-house-in-edapally-varapuzha-near-cheranalloor-iid-1654145137,"Edapally, Kochi, Kerala",['Houses & Villas'],['1800'],['4'],['4'],['Furnished'],['Ready to Move'],,,"₹ 65,00,000"
https://www.olx.in/item/58-sqyd-home-in-rajendra-park-gurgaon-iid-1665276773,"Rajendra Park, Gurgaon, Haryana",['Houses & Villas'],['1300'],['3'],['2'],['Semi-Furnished'],['Ready to Move'],['2'],['North'],"₹ 36,00,000"
https://www.olx.in/item/well-maintained-independent-house-in-badangpet-lokayuka-colony-iid-1682592719,"Badangpet, Hyderabad, Telangana",,,,,,,,,"₹ 99,00,000"
https://www.olx.in/item/3-bhk-ready-to-move-in-apartment-at-arcadia-grant-iid-1578226029,,,,,,,,,,
https://www.olx.in/item/2bhk-individual-duplex-villa-2820l-in-avadi-iid-1682301941,,,,,,,,,,
https://www.olx.in/item/1-bhk-spaces-flat-near-bdlapur-railway-station-iid-1686003657,,,,,,,,,,
https://www.olx.in/item/6-cent-4-bhk-new-house-kakkanad-kizhakkambalam-pukkattupady-road-iid-1656346825,,,,,,,,,,
https://www.olx.in/item/house-in-badheri-iid-1686003559,,,,,,,,,,
https://www.olx.in/item/78-sqyd-home-in-laxman-vihar-iid-1665281895,,,,,,,,,,
https://www.olx.in/item/35-cent-3-bhk-new-house-kakkanad-pukkattupady-near-aluva-edapally-iid-1663130637,,,,,,,,,,
https://www.olx.in/item/-iid-1686003527,,,,,,,,,,
https://www.olx.in/item/5-cent-2000-sqft-4-bhk-new-house-in-kakkanad-pallikara-20-twenty-areas-iid-1657265374,,,,,,,,,,
https://www.olx.in/item/old-house-with-65-cents-land-desabhimani-junction-iid-1685753097,,,,,,,,,,
https://www.olx.in/item/2bhk-flat-for-sale-kaloor-iid-1672534288,,,,,,,,,,
https://www.olx.in/item/4bhk-4000sqft-kadavanthara-iid-1671746710,,,,,,,,,,
https://www.olx.in/item/12bhk-apartments-for-salebook-now-iid-1685046185,,,,,,,,,,
https://www.olx.in/item/2-3-bhk-jda-laxminagar-niwaru-road-iid-1676502684,,,,,,,,,,
https://www.olx.in/item/3bhk-flat-jhotwara-kalwar-road-iid-1676502324,,,,,,,,,,
https://www.olx.in/item/new-3bhk-flat-niwaru-road-jaipur-iid-1676106921,,,,,,,,,,
https://www.olx.in/item/3bhk-flat-jothwar-niwaru-road-iid-1676106497,,,,,,,,,,
https://www.olx.in/item/3-bhk-flat-for-sale-at-nsd-triumph-thrippunithura-iid-1679352657,,,,,,,,,,
https://www.olx.in/item/thodupuzha-4-bhk-new-house-iid-1685469298,,,,,,,,,,
